INDEX Plate,
10.48970222,51.9235878
7.516914368,51.9235878
6.169867516,51.9235878
6.169867516,51.9235878
6.123417854,51.9235878
6.216317177,51.9235878
6.169867516,51.9235878
6.123417854,51.9235878
6.123417854,51.9235878
6.123417854,51.9235878
6.123417854,51.9235878
6.216317177,51.9235878
6.355667114,51.9235878
7.749164104,51.9235878
9.885853767,51.9235878
14.20568848,51.9235878
17.45717621,51.9235878
21.12671661,51.9235878
25.5394516,51.9235878
28.69804001,51.9235878
33.99332047,51.9235878
37.01255798,51.9235878
41.98269272,50.63721085
45.14128113,49.03683853
48.02116776,47.26062775
53.22354889,46.26595306
59.91233063,45.26893234
62.93157196,42.51060104
64.74311066,39.64593506
67.94815063,38.48172379
71.06028748,36.50976563
74.68338013,34.08546829
77.23812103,31.84786224
80.39671326,29.7148037
81.83665466,27.20029068
82.67275238,26.23216248
83.27659607,25.25001144
83.88044739,23.82000732
84.25204468,22.57920456
84.43785095,22.32435417
84.34494781,22.18163872
84.39138794,22.101717
84.34494781,22.05696106
84.20559692,22.91189766
84.06624603,22.91189766
83.64820099,22.91189766
82.3940506,22.91189766
81.74375153,22.91189766
79.37481689,22.91189766
76.35557556,22.91189766
74.91562653,25.590662
72.8718338,25.590662
72.50024414,25.590662
72.22154236,27.09077072
71.2925415,27.05083084
69.48099518,27.05083084
67.3907547,27.05083084
62.9780159,29.22846603
58.24013901,32.20793915
54.43124771,35.63644409
52.1087532,37.99641037
49.36821365,37.99641037
47.04572678,41.07799149
45.37352753,41.07799149
41.47174454,41.07799149
,
INDEX Power,
7.09143877,23.21026993
7.09143877,23.21026993
7.09143877,23.21026993
7.345449924,23.21026993
7.599467278,23.21026993
7.955080032,23.21026993
8.056688309,23.21026993
8.463108063,23.21026993
9.021931648,23.21026993
9.275942802,23.21026993
9.377551079,23.21026993
9.377551079,23.21026993
9.529953957,21.35775185
10.54600525,21.20034027
12.1716795,20.67218971
14.86421204,19.93642616
17.65834618,18.64439774
20.40167427,17.04086304
27.26000023,15.70288372
34.93117142,15.39361477
40.36702347,14.78042412
45.19325638,13.99703789
52.25479507,12.67834091
56.16657639,13.25987053
61.80565262,13.25987053
65.05700684,13.25987053
69.01959229,13.25987053
72.32174683,13.25987053
75.77631378,13.25987053
78.26564026,13.25987053
79.94211578,13.25987053
82.48223877,12.70552731
84.56513977,11.95509529
85.42877197,11.97485352
86.59723663,11.97485352
87.2068634,11.97485352
87.71488953,11.97485352
88.42611694,11.97485352
88.78173828,11.97485352
88.73093414,11.97485352
88.73093414,11.97485352
88.68013,11.97485352
88.52772522,11.10591793
88.17211151,11.05931377
86.44482422,10.59321594
83.90470886,11.21220112
82.22822571,11.21220112
80.24693298,11.21220112
76.63995361,11.21220112
74.70946503,11.21220112
70.03564453,11.21220112
65.51422882,11.21220112
59.57034302,11.21220112
54.94732285,11.21220112
50.42591095,11.21220112
44.88844299,11.21220112
41.12906647,11.21220112
36.04882431,11.21220112
33.15307999,11.21220112
30.15574265,11.21220112
27.10759735,11.21220112
22.89099693,11.21220112
20.09686279,11.21220112
18.31877899,11.21220112
17.30272675,11.21220112
16.79470444,13.75883293
15.06742287,13.75883293
13.28933811,15.62494659
10.8000164,17.98996925
10.59680557,18.43438339
10.44440269,20.00325394
10.24119282,20.00182152
10.13958454,20.00182152
10.03798294,20.00182152
10.24119282,20.00182152
10.34279442,20.00182152
10.69841385,20.00182152
12.01927662,20.00182152
16.43908691,20.00182152
19.84285164,20.00182152
24.87229156,16.92102051
27.86962891,16.92102051
30.76537323,14.3157711
35.59160233,14.3157711
39.65579224,14.3157711
47.37775803,12.85683155
50.5275116,12.91982555
54.18528366,12.91982555
56.42059326,12.91982555
58.80830765,12.91982555
61.19601822,12.91982555
64.90459442,12.91982555
67.24151611,12.91982555
70.3404541,12.07510185
72.27095032,11.60205746
74.04903412,11.33715248
76.74156189,11.18880558
78.26564026,10.66573143
79.73890686,10.37280941
81.5677948,10.20877361
82.48223877,10.99691296
83.3458786,10.99691296
83.95550537,10.99691296
84.20951843,10.99691296
84.26032257,10.99691296
84.20951843,10.99691296
84.36192322,10.99691296
84.46353149,10.99691296
84.41272736,10.99691296
84.36192322,10.99691296
84.26032257,10.99691296
84.20951843,10.99691296
83.85389709,10.99691296
82.38063049,10.99691296
80.75495148,10.99691296
78.57044983,10.99691296
78.21483612,10.99691296
77.75760651,10.99691296
76.69075775,10.99691296
74.86186981,10.99691296
72.62656403,10.99691296
69.98484039,10.99691296
64.34577179,10.99691296
60.73880005,10.99691296
57.84306335,10.99691296
55.20133972,10.99691296
52.81362534,10.99691296
49.30825043,10.99691296
44.73603439,10.99691296
38.89376068,10.99691296
35.2359848,10.99691296
32.13703537,11.8782711
29.74932098,13.25183201
27.51401711,14.02102566
25.12630272,13.57177448
23.19580841,13.57177448
19.63964081,13.57177448
16.38828468,13.57177448
12.6289072,13.57177448
10.952425,15.96019363
10.29199409,15.96019363
10.34279442,18.61770821
10.34279442,18.61770821
10.34279442,19.22591591
10.3935957,20.0065136
10.19038582,18.68364716
9.580760956,18.68364716
9.123539925,18.68364716
8.310699463,18.68364716
8.310699463,18.68364716
8.310699463,18.68364716
8.412302017,19.70284271
8.971130371,20.71359253
9.783971786,20.39961243
10.85081673,20.39961243
12.93371964,20.39961243
17.4043293,20.39961243
23.90704155,18.02378273
28.17444801,15.37331867
31.83221817,15.37331867
36.60764694,15.37331867
40.51943588,14.32905865
44.99005127,13.30427265
51.59436417,13.17039299
58.65589905,12.21541977
62.61848831,11.68063545
67.74953461,11.82115555
70.3404541,11.82115555
72.62656403,11.82115555
75.623909,11.82115555
78.62125397,11.82115555
81.51699066,11.82115555
83.09186554,11.82115555
84.66674042,11.82115555
85.27637482,11.82115555
85.47958374,11.82115555
86.2416153,11.82115555
87.2068634,11.82115555
87.35926819,11.82115555
87.81649017,11.82115555
87.96889496,11.82115555
88.0196991,11.82115555
88.12130737,11.82115555
88.17211151,11.82115555
88.07050323,11.82115555
88.0196991,11.82115555
87.96889496,11.82115555
87.96889496,11.82115555
87.91809845,11.82115555
87.56247711,11.82115555
87.51167297,11.82115555
87.10525513,11.82115555
85.98760223,11.82115555
84.31111908,11.82115555
81.16137695,11.82115555
78.26564026,11.82115555
74.5062561,11.82115555
68.76557922,12.33984756
63.12651825,12.33984756
60.027565,12.33984756
,
MIDDLE Power,
6.541466713,39.97615814
6.587916374,39.97615814
6.634366512,39.97615814
7.238215446,39.97615814
7.609814644,39.97615814
7.795614243,39.97615814
8.306556702,39.97615814
9.096204758,39.97615814
9.51425457,39.97615814
9.792953491,39.97615814
9.885853767,39.97615814
9.932303429,39.97615814
9.97875309,39.97615814
12.06899834,39.97615814
13.36958981,39.97615814
15.73853493,35.58664703
18.06102371,31.80852318
21.2660675,27.49277306
29.58058739,22.87595367
37.8486557,18.53053474
42.81879044,16.0970993
46.99927521,15.61437607
52.61970901,15.34405041
56.28924561,15.19266796
62.2348175,15.10789394
64.78956604,14.62042046
69.62034607,14.78743553
72.8718338,14.78743553
76.30912018,14.78743553
78.86386871,14.78743553
80.48960876,14.78743553
82.1618042,14.78743553
84.39138794,14.78743553
85.64553833,14.00096416
86.48163605,14.44054031
87.50353241,14.44054031
88.52542877,14.44054031
88.89703369,14.44054031
89.454422,14.44054031
89.50087738,13.80670261
89.54732513,13.45175362
89.31507874,13.69298172
89.31507874,13.69298172
88.9899292,13.69298172
87.13193512,13.69298172
84.7165451,13.69298172
83.18370056,13.69298172
81.2792511,13.69298172
77.8884201,13.69298172
75.3336792,13.69298172
69.57389832,13.69298172
64.4644165,13.69298172
57.12534332,13.69298172
52.38745117,13.69298172
47.04572678,13.69298172
41.23949432,13.69298172
37.56995773,13.69298172
33.34302139,13.69298172
31.11342812,13.69298172
27.30454254,13.69298172
24.47110367,16.02807045
21.49831009,16.02807045
18.71132278,16.02807045
16.71398354,19.97571945
15.87788486,19.97571945
15.27403641,22.62640381
13.97343826,22.62640381
11.97609901,25.87078667
9.839403152,29.44764137
9.792953491,34.09067917
9.792953491,36.69078064
9.51425457,37.7068367
9.467803955,37.83582687
9.467803955,38.78806305
9.607153893,38.88131714
9.885853767,37.17353821
10.25745296,37.17353821
12.30124855,37.17353821
16.43528366,37.17353821
19.77967072,32.25718307
23.91370583,28.1840229
26.14329529,23.70305252
29.62703705,19.4337101
34.64361572,16.60287857
37.43060684,16.60287857
44.86257935,16.60287857
48.02116776,16.60287857
52.06230927,15.01761246
54.61704636,15.0098629
57.03244019,14.12552357
59.72653198,13.19029331
63.21027374,13.10656452
64.74311066,13.05967617
68.08750916,13.47341824
70.40999603,13.47341824
71.98928833,13.47341824
74.91562653,13.47341824
76.07687378,13.47341824
77.42391968,13.47341824
79.37481689,13.47341824
80.35025787,13.47341824
81.13990784,13.47341824
81.41860199,13.47341824
81.79019928,13.47341824
82.1618042,13.47341824
82.20825195,13.47341824
82.62630463,13.47341824
82.90499878,13.70511436
82.90499878,13.70511436
82.85855103,13.70511436
82.62630463,13.70511436
82.57984924,13.70511436
82.1618042,13.70511436
80.95410919,13.70511436
79.83930969,13.70511436
77.60971832,13.70511436
77.05232239,13.70511436
76.21621704,13.70511436
74.91562653,13.70511436
73.1040802,13.70511436
71.47834015,13.70511436
69.01649475,13.70511436
63.349617,13.70511436
58.56528473,13.70511436
55.03510284,13.70511436
52.15520859,13.70511436
49.46111298,13.70511436
46.62767792,13.70511436
42.16849136,13.70511436
36.5016098,13.70511436
33.76107025,13.70511436
31.06697845,13.70511436
27.76904106,13.70511436
25.86459541,13.70511436
23.49565697,13.70511436
21.35896683,16.91486359
18.89712143,19.15232277
16.29593277,19.15232277
13.36958981,20.84530067
12.67284203,25.31336784
11.92964935,29.1354866
11.69739914,30.39587212
11.23290062,32.42168808
10.7684021,33.55614471
10.81485176,35.51144028
10.67550182,36.60640717
10.0252037,37.65958786
9.653604507,38.24937057
9.607153893,38.57964706
9.700054169,38.76460266
9.653604507,38.86817932
9.653604507,38.04618073
10.11810303,38.04618073
11.37225056,38.04618073
12.76574135,38.04618073
14.99533653,38.04618073
20.2906189,33.18585968
27.25809288,27.82408142
30.69537926,22.18148613
34.87586212,19.02163315
39.89244843,19.02163315
43.0974884,16.81211472
46.34897614,16.81211472
52.48035812,16.81211472
58.79753876,15.1347847
63.16381836,14.19547939
67.20495605,13.22946835
69.57389832,14.00850201
72.22154236,14.00850201
75.24077606,14.00850201
78.44581604,14.00850201
81.2792511,14.00850201
82.71920013,14.00850201
84.11270142,14.00850201
84.85588837,14.00850201
84.90234375,14.00850201
85.36684418,14.00850201
86.2958374,14.00850201
86.34228516,14.00850201
86.89968872,14.00850201
86.99258423,14.00850201
87.08548737,14.00850201
87.22483826,14.00850201
87.22483826,14.00850201
87.22483826,14.00850201
87.22483826,14.00850201
87.13193512,14.00850201
87.17838287,14.00850201
87.13193512,14.00850201
87.03903198,14.00850201
86.94613647,14.00850201
86.5280838,14.00850201
85.83133698,14.00850201
84.06624603,14.00850201
81.23280334,14.00850201
78.53871918,14.00850201
74.59047699,14.00850201
68.55200195,14.00850201
63.0244751,14.00850201
58.9833374,14.00850201
,
THUMB Plate,
49.8600235,26.36843109
49.91191101,26.36843109
49.91191101,26.36843109
49.91191101,26.36843109
49.91191101,26.36843109
49.8600235,26.36843109
49.91191101,26.36843109
50.0675621,26.36843109
50.48263168,25.76632118
50.79393387,25.86914063
51.41654205,25.86914063
51.77972412,25.86914063
52.76551819,25.86914063
54.52957153,25.86914063
56.50115204,25.86914063
57.64258957,25.86914063
59.6660614,25.86914063
62.00083542,25.86914063
66.61849213,22.84671783
70.14658356,22.84671783
76.21698761,19.83416176
80.26392365,17.2671299
84.2589798,17.2671299
89.34358978,14.94959259
95.62152863,12.77177143
97.54122162,11.11219215
97.59310913,10.18282795
97.33369446,7.462383747
97.38557434,6.818934917
97.33369446,6.898603439
97.54122162,6.898603439
97.54122162,6.898603439
97.33369446,6.898603439
97.54122162,6.898603439
97.59310913,6.898603439
97.59310913,6.898603439
97.54122162,6.063218117
97.48934174,6.475402355
97.48934174,6.475402355
97.69687653,6.475402355
97.74876404,6.475402355
97.43746185,6.475402355
97.64499664,6.475402355
97.64499664,6.475402355
97.48934174,6.475402355
97.12615967,6.475402355
96.03659821,6.475402355
96.19224548,9.346225739
96.03659821,9.346225739
95.93283081,12.27388668
94.89515686,14.35337639
93.33863831,14.35337639
91.41893768,14.35337639
88.51344299,16.39789009
83.9995575,16.39789009
80.99029541,19.3028183
76.42453003,21.36957741
72.37758636,22.52696419
66.35906982,24.93510056
63.19416046,25.84365654
61.27445602,25.47244835
58.78403854,25.47244835
58.31708145,25.47244835
57.33129501,25.47244835
54.84087372,25.47244835
53.44001007,25.47244835
52.97305679,25.47244835
52.71363068,25.47244835
52.6098671,25.47244835
52.66175079,25.47244835
52.6098671,25.47244835
52.55797958,25.47244835
52.66175079,25.47244835
52.71363068,25.47244835
52.71363068,25.47244835
52.71363068,25.47244835
52.71363068,25.47244835
52.8174057,25.47244835
52.8174057,25.47244835
52.8174057,25.26457024
52.86928558,25.26457024
52.86928558,25.26457024
52.86928558,25.26457024
53.07682037,25.26457024
54.27014923,25.26457024
57.2794075,25.26457024
60.28866577,22.94816017
67.03356171,20.77096939
71.85874939,20.77096939
78.65553284,17.79174232
83.27318573,15.24337578
87.63142395,15.24337578
91.93778229,11.17629051
97.33369446,9.338722229
97.64499664,7.869684219
97.64499664,6.607023239
97.69687653,5.899932861
97.43746185,5.06396246
97.74876404,4.595818996
97.69687653,4.333658695
97.80065155,4.18684864
97.59310913,4.104635239
97.64499664,4.498595715
97.69687653,4.498595715
97.59310913,4.498595715
97.48934174,4.498595715
97.69687653,4.498595715
97.38557434,4.498595715
97.48934174,4.498595715
97.59310913,4.498595715
97.33369446,4.498595715
97.38557434,4.498595715
95.98471832,6.919213772
96.19224548,9.154759407
95.93283081,10.40666485
95.8809433,12.42773247
95.72528839,13.99952984
95.10269165,14.8797369
94.27254486,15.37265301
92.66415405,17.40868568
89.70677185,18.54886436
86.6975174,18.74736404
80.57522583,21.05852318
75.85379791,23.67277336
68.33065796,26.45675278
64.64690399,27.57578087
61.74141312,26.88243675
58.78403854,26.88243675
58.0057869,26.88243675
57.22752762,26.88243675
56.65680313,26.88243675
56.39738464,26.88243675
56.39738464,26.88243675
56.39738464,26.88243675
56.39738464,26.88243675
56.29361725,26.88243675
56.24173355,26.88243675
56.03419495,26.88243675
56.03419495,26.88243675
55.98231506,26.88243675
55.93043137,26.88243675
55.93043137,26.88243675
55.98231506,26.88243675
55.93043137,26.88243675
56.18984604,26.88243675
56.24173355,26.88243675
56.24173355,26.88243675
56.24173355,26.88243675
56.24173355,26.88243675
56.24173355,26.88243675
56.24173355,26.88243675
56.29361725,26.88243675
58.31708145,24.73416519
61.74141312,21.33113289
68.84949493,18.98543358
75.07554626,18.98543358
82.65058136,15.91184235
90.01807404,13.31063175
97.38557434,10.09395409
97.59310913,10.09395409
97.64499664,7.852614403
97.48934174,7.852614403
97.54122162,5.277463913
97.74876404,5.277463913
97.54122162,5.277463913
97.69687653,4.715379715
97.80065155,4.400612831
97.59310913,3.344343185
97.90441132,3.192832232
97.64499664,3.547986031
97.85253143,3.547986031
97.85253143,3.547986031
97.54122162,3.547986031
97.69687653,3.547986031
97.48934174,3.547986031
97.54122162,3.547986031
97.48934174,3.547986031
97.48934174,3.547986031
97.69687653,3.547986031
97.54122162,5.946872234
95.98471832,5.946872234
95.8809433,9.49024868
95.20645905,11.4745388
95.05080414,14.34574127
93.75370789,16.39361572
91.57459259,16.22042465
87.73519135,19.20343781
82.18362427,19.20343781
76.00945282,19.20343781
72.48136139,23.07392502
67.81181335,25.24139786
61.84518433,25.24139786
58.21331787,25.24139786
54.58145142,25.24139786
53.69942856,25.24139786
53.69942856,25.24139786
53.69942856,25.24139786
53.75131226,25.24139786
53.69942856,25.57518196
53.69942856,26.20210266
,
THUMB Power,
48.30351639,9.9806633
48.35539627,9.9806633
48.30351639,9.9806633
48.30351639,9.9806633
48.30351639,9.9806633
48.40727997,9.9806633
48.30351639,9.9806633
48.35539627,9.9806633
48.30351639,9.9806633
48.35539627,9.9806633
48.35539627,9.9806633
48.30351639,9.9806633
48.35539627,9.9806633
48.35539627,9.9806633
48.30351639,9.9806633
48.30351639,9.9806633
50.0675621,9.9806633
53.49188995,9.9806633
57.2794075,9.9806633
64.64690399,9.9806633
70.71730804,9.9806633
76.7877121,9.9806633
82.02796936,9.9806633
90.84822083,9.9806633
97.69687653,9.9806633
98.3194809,7.789171696
98.11194611,5.681936264
98.2157135,5.681936264
98.11194611,5.681936264
98.3194809,5.681936264
98.4751358,5.681936264
98.3194809,4.50188446
98.11194611,3.841055393
98.52702332,3.030991077
98.5789032,2.577354908
98.26759338,2.32331872
98.37136841,2.621058464
98.42324829,2.621058464
98.3194809,2.621058464
98.11194611,2.621058464
97.80065155,2.621058464
97.74876404,2.621058464
97.54122162,2.621058464
97.38557434,3.667792797
96.03659821,4.253963947
95.82906342,6.34221983
95.15457153,8.391643524
94.53196716,9.099320412
92.19719696,9.935619354
87.16446686,10.40394688
82.02796936,11.10621071
75.75003815,10.61947823
66.72225952,10.61947823
62.62343979,10.61947823
61.27445602,10.61947823
61.27445602,10.61947823
61.32634354,9.466907501
61.32634354,8.381467819
61.32634354,7.773622036
61.27445602,7.433228493
61.32634354,7.682608128
61.27445602,7.682608128
61.32634354,7.682608128
61.32634354,7.682608128
61.37822723,7.682608128
61.37822723,7.682608128
62.0527153,7.682608128
63.50545883,7.682608128
66.41095734,7.682608128
69.9390564,7.682608128
74.91989899,7.682608128
77.87727356,7.682608128
80.99029541,7.682608128
84.72592926,7.682608128
88.51344299,7.682608128
95.10269165,7.682608128
97.28180695,7.682608128
97.38557434,7.682608128
97.43746185,6.062260628
97.43746185,5.594865799
97.38557434,4.893125057
97.22991943,4.500150204
97.48934174,4.280084133
97.38557434,3.716847181
97.48934174,3.841434479
97.38557434,3.841434479
97.43746185,3.841434479
97.54122162,3.841434479
97.48934174,3.841434479
97.22991943,3.841434479
97.38557434,3.841434479
97.22991943,3.841434479
97.12615967,3.841434479
95.62152863,3.841434479
95.31022644,3.841434479
95.31022644,3.841434479
95.36210632,3.841434479
95.36210632,3.841434479
95.62152863,3.841434479
95.67340851,3.841434479
95.67340851,3.841434479
95.67340851,3.841434479
95.62152863,6.551203251
95.56964111,6.551203251
94.22066498,8.948674202
90.27749634,8.948674202
85.81549072,8.948674202
79.58943939,8.948674202
68.38253784,8.948674202
62.3121376,8.948674202
60.49620056,8.948674202
60.34054565,8.948674202
60.3924408,8.948674202
60.13301468,8.948674202
60.0292511,8.948674202
60.0292511,8.948674202
59.82171249,8.948674202
59.87360001,8.948674202
59.87360001,8.948674202
59.87360001,8.948674202
59.9254837,8.948674202
59.87360001,8.948674202
59.9254837,8.948674202
59.97736359,8.948674202
59.97736359,8.948674202
59.9254837,8.948674202
59.97736359,8.948674202
60.13301468,8.948674202
61.48199463,8.948674202
65.26950836,8.948674202
68.48631287,8.948674202
72.42948151,8.948674202
79.07059479,8.948674202
83.32507324,8.948674202
85.86737823,8.948674202
88.56533051,8.948674202
92.76792145,7.651257515
97.38557434,6.484704018
97.33369446,5.391434193
97.28180695,4.779202938
97.59310913,4.876353741
97.38557434,4.876353741
97.59310913,4.876353741
97.38557434,4.876353741
97.43746185,4.876353741
97.28180695,4.876353741
97.48934174,4.876353741
97.33369446,4.876353741
97.28180695,4.876353741
97.33369446,4.876353741
97.33369446,4.876353741
97.43746185,4.876353741
97.22991943,4.876353741
97.48934174,4.876353741
97.28180695,4.876353741
97.43746185,4.876353741
95.93283081,4.876353741
96.45166016,4.876353741
96.65920258,4.876353741
96.65920258,4.876353741
96.76296997,4.876353741
95.46587372,4.876353741
